id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
17136918,Well located flat(GER)+ high sleeper bed+flatmat3s,111140298,Marcus,Lichtenberg,Alt-Lichtenberg,52.51389,13.4818,Private room,27,2,5,29/03/18,0.2,1,0
17137524,cozy room in Berlin Friedrichshain,114537437,Aziz,Friedrichshain-Kreuzberg,Frankfurter Allee SÃ_d FK,52.50953,13.46572,Private room,17,2,0,,,1,0
17147510,Bright apartment for family adventurers,8723414,Denitsa,NeukÃ¶lln,Rixdorf,52.4758,13.45213,Entire home/apt,45,5,12,26/10/18,0.54,1,2
17148991,Spacious double bedroom with terrace in Berlin,31225753,Rakelilla,Reinickendorf,MV 1,52.5962,13.34223,Private room,39,2,3,28/05/17,0.12,2,0
17149722,Paradies mitte in Berlin,10010397,Gustavo,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.52268,13.4512,Entire home/apt,100,5,2,27/07/18,0.1,1,0
17151097,A beautiful flat for beautiful people near Zoo,34708804,Alex,Charlottenburg-Wilm.,KantstraÃŸe,52.51094,13.30234,Entire home/apt,91,1,48,06/03/19,1.98,1,255
17152023,Bright central room in hip Friedrichshain,34985807,Liese,Friedrichshain-Kreuzberg,Frankfurter Allee SÃ_d FK,52.51456,13.457,Private room,35,1,3,26/02/17,0.12,1,0
17153026,Maisonette Wohnung in Berlin-GrÃ_nau,110678407,Andreas,Treptow - KÃ¶penick,GrÃ_nau,52.42327,13.57692,Private room,20,3,6,28/01/18,0.24,1,67
17154040,"Berlin Mitte, near Spree. Modern, fully furnished.",9284058,Dominique,Mitte,Alexanderplatz,52.51328,13.41286,Private room,55,3,19,12/02/19,1.06,1,75
17155055,Zimmer in zentraler Lage (Zoologischer Garten),115367152,Heiner,Charlottenburg-Wilm.,KantstraÃŸe,52.50637,13.32156,Private room,30,1,25,23/09/17,1.07,1,0
17162543,Big charming Berlin Style Flat,3760064,Sebrina & Alex,Tempelhof - SchÃ¶neberg,SchÃ¶neberg-SÃ_d,52.48522,13.36627,Entire home/apt,80,5,7,27/06/18,0.3,1,20
17162815,2-Zimmer Wohnung in toller Lage Ecke Kastanienalle,38214738,Paula,Mitte,Brunnenstr. SÃ_d,52.53414,13.40732,Entire home/apt,50,3,2,21/02/17,0.08,1,0
17163611,Stylish apt in the most beautiful street in Berlin,57233161,Maayan,Pankow,Prenzlauer Berg SÃ_dwest,52.54098,13.40754,Entire home/apt,150,3,12,01/01/19,0.52,1,14
17164582,Cozy apartment in Berlin-Wedding,11441494,Felix,Mitte,Wedding Zentrum,52.54215,13.35434,Entire home/apt,30,1,9,08/01/18,0.36,1,0
17166899,"Spacious, light room with balcony in NeukÃ¶lln!",17651556,Fritz,NeukÃ¶lln,Rixdorf,52.4836,13.44469,Private room,200,3,1,03/03/17,0.04,1,89
17167238,Room for 2 in  the heart of NeukÃ¶lln,9348188,Leonie,NeukÃ¶lln,ReuterstraÃŸe,52.48159,13.43484,Private room,25,3,6,16/02/19,0.47,1,0
17167323,Wasserbett(Ã_bergroÃŸe)mit Spreeblick,23650386,Tammy,Charlottenburg-Wilm.,Otto-Suhr-Allee,52.51855,13.31904,Private room,33,1,32,14/02/19,1.43,4,21
17167658,Scandinavian style room in Friedrichshain,79274698,Phillipe,Friedrichshain-Kreuzberg,Frankfurter Allee SÃ_d FK,52.50609,13.4618,Private room,55,2,1,02/01/19,0.45,1,0
17168340,Beautiful room in the heart of Kreuzberg,53796695,Stefanos,Friedrichshain-Kreuzberg,SÃ_dliche Friedrichstadt,52.49851,13.41154,Private room,28,1,6,27/03/17,0.24,1,0
17169321,Nice flat close to Friedrichshain,8828948,Cariin,Lichtenberg,Friedrichsfelde Nord,52.51098,13.50466,Private room,50,2,12,04/10/18,0.49,1,281
17171082,Modernisierte 3 Zimmerwohnung in Top-Lage,13783177,Anja,Charlottenburg-Wilm.,Grunewald,52.48703,13.28051,Entire home/apt,75,90,0,,,8,340
17172434,Room with 6 possible beds,99892603,Sebastian,Charlottenburg-Wilm.,Mierendorffplatz,52.52395,13.29809,Private room,30,2,73,01/01/19,3.01,1,136
17173350,Lovely apartment in Kreuzberg/Bergmannkiez,3548424,Umberto,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48876,13.39151,Entire home/apt,69,1,1,17/04/17,0.04,3,0
17174506,"Helles, groÃŸes Zimmer in Berlin!",13751283,Hannah,Friedrichshain-Kreuzberg,Karl-Marx-Allee-SÃ_d,52.51211,13.44774,Private room,25,4,3,08/10/17,0.12,1,0
17180367,"Spacious, quiet and cosy room in Kreuzberg",45055590,Vahag Gregor,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49078,13.3861,Private room,40,2,82,03/03/19,3.27,1,329
17182288,Comfortable 2 rooms flat in Spandau area,79430806,Katya,Spandau,BrunsbÃ_tteler Damm,52.53878,13.16885,Entire home/apt,36,30,0,,,19,254
17182349,Cosy flat in the heart of Kreuzberg,8878531,Svenja,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48787,13.40718,Private room,26,2,1,25/02/17,0.04,1,0
17182994,SCHÃ–NES GROÃŸES BOHÃˆME LOFT IM TRENDIGEN NEUKÃ–LLN.,115634610,Julian,NeukÃ¶lln,KÃ¶llnische Heide,52.46813,13.45406,Private room,160,2,49,17/02/19,2.41,1,257
17183320,Cozy 16mÂ_ room near Kreuzberg and Tempelhofer Feld,115634922,Renato,Tempelhof - SchÃ¶neberg,Tempelhof,52.4816,13.38146,Private room,23,1,1,20/02/17,0.04,1,0
17184609,Central appartment near by the river Spree,8562096,Maurice,Mitte,Moabit West,52.52137,13.33584,Private room,45,2,48,09/02/19,2.12,1,0
17189289,Tolles Zimmer in Luxuswohnung in Berlin Mitte,45081030,Fabienne,Friedrichshain-Kreuzberg,nÃ¶rdliche Luisenstadt,52.50636,13.42937,Private room,30,5,0,,,2,57
17189500,Sunny 20qm room in Prenzlauer Berg,113060845,Dominik,Pankow,Prenzlauer Berg Ost,52.53579,13.43528,Private room,30,21,0,,,1,0
17190187,Cozy room in Berlin's City West!,10207211,Yi-Jun,Charlottenburg-Wilm.,DÃ_sseldorfer StraÃŸe,52.49046,13.3038,Private room,30,9,0,,,1,0
17190301,Lovely renovated apartment with loggia in Wedding,48666378,Maria,Mitte,Wedding Zentrum,52.5491,13.36105,Entire home/apt,39,60,5,28/12/18,0.36,1,112
17191346,Super Cosy Room in high standard flat Stalin Baum,115725271,Una,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51601,13.45629,Private room,75,3,11,14/10/18,0.44,2,121
17195138,Room in Friedrichshain,115691700,Regina,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.52235,13.45218,Private room,42,4,3,02/10/17,0.14,1,35
17195217,Cozy apartment near Hermannplatz,102461,Trudy,NeukÃ¶lln,NeukÃ¶llner Mitte/Zentrum,52.48586,13.42431,Entire home/apt,79,4,49,17/02/19,2.19,9,193
17197117,"Trendy Mitte area ""Hackescher Markt""",596097,Michael,Mitte,Alexanderplatz,52.52252,13.3995,Entire home/apt,279,2,45,18/02/19,1.85,5,266
17197292,1 Bedroom in the Central of Berlin.,35374306,A Weasel,Mitte,Alexanderplatz,52.52533,13.41144,Private room,27,1,2,27/02/17,0.08,1,0
17197823,Great location in Friedrichshain,43083106,Joshua,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,52.52044,13.45133,Private room,59,3,2,20/05/18,0.08,1,0
17198211,Lovely 2Rms CityCenter Mitte Apt Rosenthaler Platz,109353960,Angelina,Mitte,Alexanderplatz,52.52861,13.39797,Entire home/apt,119,1,75,03/02/19,3.04,9,169
17207252,WohlfÃ_hlen in Berlin-Kreuzberg,40020705,Vesna,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48686,13.37521,Private room,35,1,0,,,1,0
17208621,Fluffy artist house in best neighbourhood!,47919097,Laura,Friedrichshain-Kreuzberg,nÃ¶rdliche Luisenstadt,52.50099,13.43289,Private room,42,1,9,15/07/18,0.42,2,0
17214218,Furnished multipurpose studio apartment,115884978,Claudia,Pankow,Prenzlauer Berg Nord,52.5512,13.41531,Entire home/apt,54,3,103,26/02/19,4.2,2,27
17219069,Nice two room flat for BERLINALE,115933601,Julia,Pankow,Prenzlauer Berg Nordwest,52.55256,13.40134,Entire home/apt,80,1,0,,,1,0
17219243,New apartment in Reinickendorf,109270105,Mauro,Reinickendorf,West 4,52.5722,13.32145,Entire home/apt,26,90,0,,,7,106
17220997,Nettes City-Apartment 8 am Checkpoint Charlie,1315189,Axel,Mitte,Regierungsviertel,52.50949,13.39149,Entire home/apt,99,2,27,12/02/19,1.19,7,110
17221202,Studio in Neukolln,115956536,Thomas,NeukÃ¶lln,NeukÃ¶llner Mitte/Zentrum,52.47052,13.4333,Entire home/apt,45,2,16,08/01/18,0.68,1,0
17221444,Spacious Light Room in Shared Flat,63889324,Nora,Treptow - KÃ¶penick,Adlershof,52.43463,13.54422,Private room,50,4,1,21/09/18,0.18,2,0
17223221,"Central, cozy studio in amazing Prenzlauer Berg",20500981,Chi,Mitte,Brunnenstr. SÃ_d,52.53668,13.40634,Entire home/apt,39,28,1,19/03/17,0.04,1,0
17223235,"[SP] cool NEUKÃ–LLN, 4 rooms,  max 10 pers, @ Park",909226,Werner,NeukÃ¶lln,Schillerpromenade,52.47681,13.42329,Entire home/apt,145,2,133,24/02/19,5.33,9,215
17227881,Modernes Zimmer in Berlin Pankow,116030782,Jessica,Pankow,Blankenfelde/NiederschÃ¶nhausen,52.57642,13.39858,Private room,17,1,8,09/08/17,0.32,1,0
17227896,Relax in a beautiful calm  & central 2roomflat,116029888,Anne,Pankow,Prenzlauer Berg Nordwest,52.55298,13.39911,Entire home/apt,50,3,15,03/12/17,0.61,1,0
17229394,Welcome in Berlin / Ruhiges Zimmer nahe Alex,116046166,Paula,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,52.5254,13.42877,Private room,33,1,2,23/03/17,0.08,1,0
17230578,Cozy room in comfortable 260qm house w breakfast,105573256,Rochus,Reinickendorf,West 2,52.61988,13.22712,Private room,21,2,80,03/03/19,3.22,3,57
17237732,The Center of the Center,18842083,Richard,Mitte,Alexanderplatz,52.5294,13.40231,Entire home/apt,130,3,34,17/02/19,1.35,1,9
17237876,Private Room in Central City West / 2,116125052,Frank,Charlottenburg-Wilm.,SchloÃŸ Charlottenburg,52.51625,13.29288,Private room,30,1,139,21/02/19,5.67,7,316
17243647,Familienfreundliche Wohnung im Bergmannkiez,55368306,Andrea,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48634,13.39755,Entire home/apt,100,5,15,11/07/18,0.64,2,0
17244738,KÃ¶penick 5,113498573,Levan,Mitte,Alexanderplatz,52.50977,13.42448,Entire home/apt,89,2,30,06/01/19,1.23,10,306
17245102,Typische Wohnung in Berlin-Mitte --> Wedding,116199663,Simon,Mitte,Wedding Zentrum,52.54245,13.35942,Entire home/apt,40,3,13,09/07/18,0.57,1,0
17245185,Cozy big room with balcony in Friedrichshain,4394603,Dmitri,Pankow,Prenzlauer Berg Ost,52.52746,13.44677,Private room,35,3,14,13/10/18,0.58,1,0
17245968,Well-Priced Room in the Heart of Berlin,88250254,Hannes,Mitte,Alexanderplatz,52.5231,13.39316,Private room,10,10,0,,,1,0
17246080,KÃ¶penick 8,113498573,Levan,Mitte,Alexanderplatz,52.50836,13.42359,Entire home/apt,89,2,29,18/02/19,1.17,10,334
17246507,Wohnung mitten im Herzen Berlins,114493519,Martin,Friedrichshain-Kreuzberg,Frankfurter Allee SÃ_d FK,52.50138,13.45292,Entire home/apt,40,14,0,,,1,0
17246825,Private room in share apartment,42669684,Valeria,Lichtenberg,Friedrichsfelde SÃ_d,52.49546,13.50972,Private room,20,12,6,17/08/17,0.28,1,0
17246910,Cosy apartment on Boxhagener Platz,2860434,Elisa,Friedrichshain-Kreuzberg,Frankfurter Allee SÃ_d FK,52.51084,13.46039,Entire home/apt,55,14,1,30/04/17,0.04,1,0
17246988,KÃ¶penick 9,113498573,Levan,Mitte,Alexanderplatz,52.51049,13.42471,Entire home/apt,196,2,21,10/02/19,1.01,10,314
17247429,To let to a woman a bright room with balcony,40315153,Vincenza,Treptow - KÃ¶penick,Alt  Treptow,52.48667,13.45304,Private room,35,3,9,09/06/18,0.38,1,364
17247738,100m2 flat in Kreuzberg next to channel,112038809,Philipp,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49501,13.41666,Entire home/apt,100,4,1,15/04/17,0.04,1,0
17248060,Alte SchÃ¶nhauser Lux,112363455,Levan,Mitte,Alexanderplatz,52.52598,13.40668,Entire home/apt,100,2,50,08/02/19,2.11,6,278
17248175,Quiet and great room near Eastside/Warschauer Road,116070703,Kira,Treptow - KÃ¶penick,OberschÃ¶neweide,52.46732,13.51525,Private room,20,2,70,06/02/19,2.86,1,67
17248387,Your sunny holiday â€“ Ku'damm & SchÃ¶neberg!,98464309,Romina,Charlottenburg-Wilm.,Volkspark Wilmersdorf,52.49372,13.33591,Entire home/apt,49,3,63,07/03/19,2.59,1,255
17248509,Tolles Zimmer frei vom 16.02. bis zum 18.03,116231095,Max,Pankow,Prenzlauer Berg Ost,52.53567,13.43977,Private room,15,14,0,,,1,0
17248912,Weimarische 0/3,116235283,Levan,Charlottenburg-Wilm.,Volkspark Wilmersdorf,52.47967,13.32508,Entire home/apt,145,2,19,11/09/18,0.78,7,321
17250059,Cosy studio with beautiful view,2551573,Raissa+Jonathan,Mitte,Osloer StraÃŸe,52.55929,13.38931,Entire home/apt,29,2,68,22/02/19,2.88,1,36
17250626,Comfortable and quiet apartment near the U6! :),73899679,Son,Mitte,Parkviertel,52.54887,13.34648,Entire home/apt,26,21,0,,,2,0
17252387,Duncker Buncker,116250047,Raphael,Pankow,Helmholtzplatz,52.54329,13.42209,Private room,90,3,0,,,1,0
17253829,"Nice and cosy Room, very close to the city center!",88166171,Lilly,Mitte,Wedding Zentrum,52.55094,13.3557,Private room,39,2,5,10/02/19,0.77,1,25
17255717,Luxury Penthouse Berlin Holiday Rate,104268721,Ana,Charlottenburg-Wilm.,KurfÃ_rstendamm,52.5011,13.31106,Entire home/apt,450,4,9,20/06/18,0.4,1,0
17258679,Cozy room in Berlin,9963541,BalÃ¡zs,Treptow - KÃ¶penick,Baumschulenweg,52.46621,13.48484,Private room,25,3,7,22/07/18,0.73,1,0
17259371,GemÃ_tlich und zentral 27mÂ_ in WG,94187051,Kathrin,Mitte,Wedding Zentrum,52.54719,13.36406,Private room,26,2,1,28/01/19,0.75,1,0
17262468,Sunny room Dachterrasse Ã_ber Berlin,6300727,Birgit,Friedrichshain-Kreuzberg,SÃ_dliche Friedrichstadt,52.50008,13.41494,Private room,35,2,5,07/03/19,0.24,2,105
17262845,June - Luxusvilla auf dem Wasser,23884879,Marc,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49498,13.4061,Entire home/apt,499,2,0,,,1,88
17263004,Weimarische 1/3,116235283,Levan,Charlottenburg-Wilm.,Volkspark Wilmersdorf,52.47937,13.3236,Entire home/apt,145,2,10,06/08/18,0.41,7,324
17263170,"*NEW * Cosy, quiet apparment in Berlin Mitte",116376738,Anna,Mitte,Brunnenstr. SÃ_d,52.52933,13.38821,Entire home/apt,70,2,5,29/04/18,0.2,1,0
17263332,Being happy in Berlin! Beautiful Room - SchÃ¶neberg,116378470,Tobias,Tempelhof - SchÃ¶neberg,Friedenau,52.46492,13.32738,Private room,20,20,2,09/04/18,0.08,1,4
17263890,Living Room :-),4640247,Daniele,Lichtenberg,Alt-Lichtenberg,52.5148,13.49993,Private room,50,2,11,26/05/18,0.44,1,0
17265794,Cozy Room in Best location of Kreuzberg,116400496,Janko,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49402,13.38288,Private room,49,2,43,17/02/19,1.74,2,10
17266679,Spacious room in flat share in the heart of X-berg,36114120,Jonas,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49258,13.39597,Private room,40,1,4,26/03/17,0.16,1,0
17268248,WunderschÃ¶ne 2-Zimmer-Wohnung,99336350,Carsten,Charlottenburg-Wilm.,Wiesbadener StraÃŸe,52.47165,13.31512,Entire home/apt,60,2,14,30/04/18,0.57,1,0
17273321,Ruhiges Wohnzimmer mit Balkon NÃ_he KurfÃ_rstendamm,116479467,Eva,Charlottenburg-Wilm.,Halensee,52.49748,13.30525,Private room,34,2,46,18/02/19,1.87,1,140
17276017,Kleines Familien-City-Apartment 4,1315189,Axel,Mitte,Regierungsviertel,52.50946,13.39081,Entire home/apt,109,3,58,16/02/19,2.44,7,100
17276746,"Nice Studio in the center, direct link to airport.",23603849,Georges,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.52388,13.45258,Entire home/apt,60,4,40,18/02/19,1.6,1,41
17277529,30 sqm room / studio in heart of Neukolln,2889461,Mariusz,NeukÃ¶lln,NeukÃ¶llner Mitte/Zentrum,52.47974,13.42633,Private room,17,4,23,21/01/19,0.92,1,9
17278413,Quiet bedroom for two with breakfast,103416988,Sabrina,Tempelhof - SchÃ¶neberg,Friedenau,52.4756,13.33685,Private room,33,3,76,17/02/19,3.07,1,102
17279533,Cozy Room in NeukÃ¶lln,36228447,Lilli,NeukÃ¶lln,ReuterstraÃŸe,52.49139,13.43087,Private room,21,4,0,,,1,0
17280479,lovely room in the heart of Kreuzberg/Berlin,16657244,Maya,Friedrichshain-Kreuzberg,SÃ_dliche Friedrichstadt,52.49636,13.41724,Private room,35,2,20,12/12/17,0.84,2,79
17280719,Quiet room for up to 4 ppl,12179178,Shaw & Katharina,Pankow,Prenzlauer Berg SÃ_dwest,52.53669,13.40799,Private room,50,1,8,20/05/18,0.33,2,360
17281435,"Quiet room w/loft bed,centrally located,up to 2ppl",12179178,Shaw & Katharina,Pankow,Prenzlauer Berg SÃ_dwest,52.53638,13.40787,Private room,35,1,5,28/10/18,0.22,2,244
17281529,"Prenzlberg 3rooms 2baths, 100mÂ_",62517389,Paul,Pankow,Prenzlauer Berg SÃ_dwest,52.53751,13.41359,Entire home/apt,200,3,27,06/01/19,1.12,1,0
17281581,Cozy and Spacious room in NollendorfstraÃŸe,46279782,Nash,Tempelhof - SchÃ¶neberg,SchÃ¶neberg-Nord,52.49821,13.35106,Private room,60,1,0,,,1,0
17281637,Friedrichshain- Heartbeat of Techno & Culture!,19862784,Matteo,Friedrichshain-Kreuzberg,Frankfurter Allee SÃ_d FK,52.51132,13.46668,Private room,40,3,3,14/08/18,0.41,1,0
17283910,Cozy 65 mÂ_ Oasis in Friedrichshain!,33780136,David,Friedrichshain-Kreuzberg,Frankfurter Allee SÃ_d FK,52.51201,13.45869,Private room,55,4,7,03/01/19,0.29,1,8
17289844,Vintage living in the green heart of Berlin!,4708308,Nelly,Reinickendorf,Ost 1,52.57545,13.36752,Private room,20,3,76,01/11/18,3.07,1,159
17292942,GroÃŸes Zimmer mitten in Kreuzberg 61,114633900,Noni,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49134,13.39392,Private room,39,4,4,30/04/17,0.17,1,0
17293334,Appartement with balcony!!,30149394,Sofiane,Mitte,Alexanderplatz,52.50726,13.41677,Entire home/apt,50,3,27,11/02/19,1.09,1,58
17294210,Total privacy in 100m2 central location apartment,34467405,K,Mitte,Moabit Ost,52.52851,13.34586,Private room,70,2,15,09/09/18,0.68,1,0
17295343,Sunny South-facing Room in Friedrichshain,32918,Patricia,Friedrichshain-Kreuzberg,Karl-Marx-Allee-SÃ_d,52.51494,13.45305,Private room,20,7,3,08/03/18,0.12,1,6
17295785,Loft Experience in the heart of Friedrichshain,116677042,Kristina,Friedrichshain-Kreuzberg,Karl-Marx-Allee-SÃ_d,52.51045,13.44915,Private room,50,4,1,28/05/17,0.05,1,0
17296192,2 cosy rooms in shared apartment,20810801,Lise,Mitte,Parkviertel,52.54862,13.35267,Private room,15,7,0,,,1,0
17296261,"Modernes 1,5 Zimmer-Apartment",8912086,RenÃ©,Tempelhof - SchÃ¶neberg,Tempelhof,52.45835,13.37848,Entire home/apt,79,30,1,15/06/17,0.05,24,342
17301190,Best flat in most wanted area in Berlin!PrenzlBerg,116730708,Zion,Pankow,Prenzlauer Berg SÃ_dwest,52.53843,13.4161,Entire home/apt,99,2,12,18/02/19,0.49,1,75
17308345,modern & chic apartment next to Botanic Garden,53459732,Pawel,Steglitz - Zehlendorf,Zehlendorf  Nord,52.45959,13.30345,Entire home/apt,80,1,101,01/01/19,4.36,2,70
17308379,Weimarische 3/3,116235283,Levan,Charlottenburg-Wilm.,Volkspark Wilmersdorf,52.4794,13.3241,Entire home/apt,145,2,6,10/02/19,0.34,7,320
17309040,Weimarische 4/3,116235283,Levan,Charlottenburg-Wilm.,Volkspark Wilmersdorf,52.47935,13.32527,Entire home/apt,145,2,3,04/01/19,0.34,7,322
17309164,sweet little one-room-apartment in KREUZKÃ–LLN,2434783,Andi,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49349,13.42136,Entire home/apt,50,10,2,22/08/17,0.09,1,0
17309183,YourSweetHome 12,55398739,Laurentiu,Tempelhof - SchÃ¶neberg,SchÃ¶neberg-Nord,52.49865,13.34901,Entire home/apt,37,1,9,23/02/19,0.42,13,313
17309238,Weimarische 4/6,116235283,Levan,Charlottenburg-Wilm.,Volkspark Wilmersdorf,52.47773,13.3235,Entire home/apt,240,2,24,02/01/19,1.01,7,318
17309615,Cozy room in Berlin,66454477,RÃ©jeane,Charlottenburg-Wilm.,Halensee,52.49663,13.30263,Private room,20,1,1,03/03/17,0.04,1,0
17309664,Attractive Apartment Top Located,115945715,Peter,Tempelhof - SchÃ¶neberg,SchÃ¶neberg-Nord,52.50194,13.33915,Entire home/apt,99,3,36,03/03/19,1.5,2,97
17311362,Beautiful modern and spacious apartment,93821909,HÃ©lÃ©na,Tempelhof - SchÃ¶neberg,SchÃ¶neberg-Nord,52.48949,13.36183,Entire home/apt,80,2,0,,,1,0
17312576,Great 2 floor apartment near Friederich Str MITTE,116829651,Selin,Mitte,Alexanderplatz,52.52349,13.391,Entire home/apt,170,3,41,25/02/19,1.78,1,48
17316737,Bright and spacious room in NeukÃ¶lln,42302419,Mazzie,NeukÃ¶lln,Rixdorf,52.48081,13.44485,Private room,28,1,8,11/09/18,0.33,2,189
17317782,Lovely flat in the heart of Kreuzberg,106026967,Esther,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49443,13.41151,Entire home/apt,130,2,11,10/02/19,0.47,2,278
17317936,comfy&cozy @ perfect spot in Berlin,13362338,Nedat,Tempelhof - SchÃ¶neberg,SchÃ¶neberg-Nord,52.49725,13.34914,Private room,36,7,0,,,1,0
17324076,schÃ¶nes modernes zentrales Zimmer im Altbau,116940839,Linda,Mitte,Moabit Ost,52.53098,13.34862,Private room,14,14,2,01/04/17,0.08,1,0
17327210,gemÃ_tliches Zimmer/Doppelbett,116974083,Lukas,Friedrichshain-Kreuzberg,SÃ_dliche Friedrichstadt,52.50405,13.37969,Private room,30,4,15,07/07/17,0.66,1,0
17328774,Romantic Appartment in Berlin :),116727368,Minh,Lichtenberg,Alt-Lichtenberg,52.51915,13.48545,Private room,32,2,74,20/01/19,3.05,1,44
17329071,3-room Berliner Altbau in Kreuzberg / GrÃ_fekiez,5521212,Alexa,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49071,13.41972,Private room,70,4,3,21/05/17,0.12,1,0
17330726,little Kreuzberg!,53217,Alex + Michael,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49272,13.42179,Entire home/apt,53,3,90,19/02/19,3.65,4,71
17334984,Helle WohlfÃ_hl-Wohnung in Prenzlauer Berg,51027109,Christina,Pankow,Helmholtzplatz,52.54357,13.42049,Entire home/apt,68,1,0,,,2,148
17337189,Red Studio flat in Steglitz,109270105,Mauro,Steglitz - Zehlendorf,SchloÃŸstr.,52.4589,13.3136,Entire home/apt,26,60,3,01/09/18,0.16,7,1
17338098,Close to Alexanderplatz very comfortable room,117091027,Sascha,Pankow,WeiÃŸensee,52.5577,13.43734,Private room,40,3,4,30/09/18,0.18,1,177
17338674,Clean & Cheap Room in Central Location near Mainst,22799424,Philipp,Mitte,Moabit Ost,52.53548,13.35661,Private room,24,3,8,01/09/17,0.33,2,0
17341181,Bright and spacious room in Kreuzberg,26452791,Caroline,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49157,13.3884,Private room,65,3,1,03/01/18,0.07,2,0
